ZipCode,GeographicAreaName,Under5,5to9,10to14,15to19,20to24,25to29,30to34,35to39,40to44,45to49,50to54,55to59,60to64,65to69,70to74,75to79,80to84,over85,Median age (years)
 15504,ZCTA5 15504,42,124,125,128,75,69,90,104,118,125,228,275,243,170,261,88,75,69,54.2
 15505,ZCTA5 15505,98,70,109,134,111,235,60,68,112,128,197,98,228,110,242,161,75,10,50
 15506,ZCTA5 15506,195,200,119,96,70,123,240,158,113,215,154,201,193,247,90,103,25,62,43.8
 15507,ZCTA5 15507,25,38,23,33,28,18,21,5,34,33,14,21,28,44,4,8,11,8,40.4
 15508,ZCTA5 15508,106,76,286,131,169,123,84,82,169,139,167,102,138,171,127,91,48,68,43.7
 15509,ZCTA5 15509,0,4,6,0,6,20,0,0,17,7,29,23,22,0,5,11,5,10,53.6
 15510,ZCTA5 15510,50,61,45,41,37,88,41,36,52,52,44,34,99,74,30,35,20,10,42.1
 15511,ZCTA5 15511,34,24,29,20,22,33,37,20,17,29,9,16,50,24,11,11,4,0,34.2
 15512,ZCTA5 15512,501,550,587,521,466,657,630,578,571,519,792,737,927,591,510,423,354,424,46.1
 15513,ZCTA5 15513,1863,1893,1929,2257,2084,2258,2275,2683,2031,2647,3212,2997,3112,2527,1969,1611,1406,1054,46.7
 15514,ZCTA5 15514,785,976,713,942,786,856,948,1004,460,821,1051,1436,1415,1138,883,911,515,304,48.2
 15515,ZCTA5 15515,67,60,64,107,67,43,53,90,53,117,77,87,71,75,57,79,17,6,44.5
 15516,ZCTA5 15516,5,8,20,16,11,5,5,36,16,13,15,41,29,24,23,5,2,5,51.9
 15517,ZCTA5 15517,87,188,192,211,307,195,134,172,213,244,315,325,384,396,236,120,151,517,54.6
 15518,ZCTA5 15518,5,10,11,13,25,6,12,41,36,15,28,21,4,35,7,8,11,3,42.7
 15519,ZCTA5 15519,290,194,297,266,232,261,287,205,277,316,334,293,452,499,212,190,119,134,47.1
 15520,ZCTA5 15520,19,84,34,14,9,10,8,71,24,2,28,17,14,17,22,9,3,7,35.9
 15521,ZCTA5 15521,111,162,83,119,87,119,136,119,124,103,105,139,184,176,70,87,71,66,43.2
 15522,ZCTA5 15522,34,35,95,114,46,38,71,60,61,76,63,70,68,28,23,9,13,2,38.5
 15523,ZCTA5 15523,19,19,30,11,24,22,19,28,11,29,16,13,12,44,10,15,3,2,38.4
 15524,ZCTA5 15524,372,280,374,286,372,331,470,403,434,492,745,437,1047,466,375,270,179,43,48.7
 15525,ZCTA5 15525,39,64,110,135,105,55,95,108,154,188,128,134,178,209,47,57,16,9,45.5
 15526,ZCTA5 15526,6,9,2,0,6,20,21,11,2,6,12,3,14,9,5,9,3,3,37.4
 15527,ZCTA5 15527,42,34,3,3,3,15,18,29,8,4,10,20,42,26,14,20,17,6,48
 15528,ZCTA5 15528,236,187,303,287,190,144,472,149,221,271,348,363,347,382,317,310,106,76,48.3
 15529,ZCTA5 15529,138,136,123,187,224,200,173,156,177,227,339,193,238,281,205,85,67,65,47.2
 15530,ZCTA5 15530,36,47,106,107,103,68,72,89,59,58,68,57,67,34,61,7,20,7,34.6
 15531,ZCTA5 15531,120,79,76,231,119,96,96,81,124,248,98,126,133,154,150,75,57,42,47.1
 15532,ZCTA5 15532,28,111,31,39,54,74,21,61,124,32,121,66,73,52,72,31,0,9,41.6
 15533,ZCTA5 15533,1202,1630,1571,1187,418,814,1191,1317,1769,1209,1315,1483,1274,973,508,362,228,321,40.2
 15534,ZCTA5 15534,1,14,18,10,0,26,14,0,12,27,3,7,40,33,11,0,0,5,45.6
 15535,ZCTA5 15535,130,241,180,134,135,134,147,166,161,189,188,195,266,292,135,97,129,92,47.7
 15536,ZCTA5 15536,17,44,74,38,26,39,67,79,58,57,69,93,74,78,50,29,23,16,47.9
 15537,ZCTA5 15537,218,131,139,280,171,116,151,207,209,234,296,174,200,186,129,72,70,52,42.1
 15538,ZCTA5 15538,74,76,107,98,196,119,89,74,139,152,224,282,222,152,146,62,54,55,51.2
 15539,ZCTA5 15539,170,43,180,182,133,312,211,218,127,239,180,311,326,281,183,218,110,54,48.4
 15540,ZCTA5 15540,3,9,7,20,31,22,10,5,10,30,33,44,40,41,38,11,16,11,55.9
 15541,ZCTA5 15541,352,357,717,399,183,335,264,503,507,444,492,756,823,702,569,315,415,415,52.5
 15542,ZCTA5 15542,148,280,323,240,147,328,205,322,296,308,270,251,420,417,208,169,102,186,45.2
 15543,ZCTA5 15543,247,568,697,2846,3180,892,643,862,343,685,569,938,858,684,470,310,147,128,25
 15544,ZCTA5 15544,557,771,527,307,275,524,482,758,438,450,783,857,584,763,574,225,281,238,45.4
 15545,ZCTA5 15545,82,134,142,237,190,228,123,58,144,210,239,204,252,174,121,75,55,37,45.5
 15546,ZCTA5 15546,416,428,526,515,439,289,665,510,720,522,558,461,382,533,358,253,111,442,41.5
 15547,ZCTA5 15547,2259,2005,2106,1399,1415,1815,2621,2771,2332,1867,2256,2395,2553,2125,1544,681,419,508,40.4
 15548,ZCTA5 15548,1552,1823,1862,1817,1437,1806,2081,1603,1686,1671,1896,1901,2963,2421,1731,1133,815,756,44.2
 15549,ZCTA5 15549,335,292,352,118,305,348,164,394,269,298,261,415,445,381,343,200,105,141,45.1
 15550,ZCTA5 15550,728,634,1073,1052,728,935,971,777,900,820,1100,917,1030,896,947,860,560,637,44.9
 15551,ZCTA5 15551,6,14,30,3,28,7,5,65,9,52,13,26,18,54,37,16,7,7,49.2
 15552,ZCTA5 15552,133,128,45,50,48,60,133,54,44,44,42,64,66,80,64,29,32,31,34.6
 15553,ZCTA5 15553,51,110,96,126,103,68,77,109,74,176,79,79,109,49,34,20,56,50,39.5
 15554,ZCTA5 15554,9,14,26,9,16,5,10,45,25,20,26,9,45,46,11,11,11,11,47.3
 15555,ZCTA5 15555,16,28,27,55,27,8,13,23,33,27,53,72,63,39,30,18,10,19,52.7
 15556,ZCTA5 15556,119,205,211,204,258,228,133,139,185,194,190,380,323,284,221,110,60,57,46.2
 15557,ZCTA5 15557,196,83,55,203,65,176,118,212,151,277,99,169,200,429,157,140,19,108,47.8
 15558,ZCTA5 15558,655,714,788,791,880,788,983,862,822,883,1161,1380,1447,1071,974,652,507,447,48.5
 15559,ZCTA5 15559,164,128,155,91,98,49,71,207,75,121,171,155,227,182,166,96,111,48,50
 15560,ZCTA5 15560,265,293,359,344,281,168,201,239,160,208,237,190,394,230,276,151,86,227,40.9
 15561,ZCTA5 15561,69,236,90,89,115,165,155,135,186,141,433,303,193,125,59,58,85,44,48.8
 15562,ZCTA5 15562,109,131,121,68,122,71,118,107,46,79,148,120,117,97,117,82,17,34,40.7
 15563,ZCTA5 15563,1039,1002,720,1211,1244,878,848,823,975,914,1159,1492,1482,1209,869,668,342,735,45.3
 15564,ZCTA5 15564,512,568,995,2006,2240,875,461,447,877,815,946,959,920,775,567,436,432,519,35.3
 15565,ZCTA5 15565,76,167,104,103,141,87,130,73,125,79,135,135,140,121,120,122,81,43,44.2
 15566,ZCTA5 15566,28,49,68,26,35,67,73,46,27,50,38,65,77,103,29,50,10,20,47.4
 15567,ZCTA5 15567,38,26,6,41,0,57,0,4,4,53,37,0,8,38,27,6,0,5,43.8
 15568,ZCTA5 15568,106,104,87,149,66,62,78,105,104,93,84,56,135,133,95,75,19,19,41.8
 15569,ZCTA5 15569,187,179,242,198,134,124,182,199,211,242,194,296,395,278,381,233,109,106,51.6
 15570,ZCTA5 15570,51,40,57,43,34,11,77,78,32,33,79,29,64,24,53,15,30,25,39.8
 15571,ZCTA5 15571,457,572,695,678,753,734,778,839,1021,828,788,828,1164,931,682,415,247,300,44.3
 15572,ZCTA5 15572,58,34,66,0,48,0,11,33,26,17,35,0,17,9,10,0,27,0,21.8
 15573,ZCTA5 15573,84,194,106,98,42,120,48,129,97,111,75,98,240,105,95,49,20,30,43.6
 15574,ZCTA5 15574,402,300,378,443,409,335,238,223,278,220,428,306,296,397,193,173,157,215,39.6
 15575,ZCTA5 15575,65,30,76,78,108,175,109,75,76,95,100,249,221,192,181,131,9,9,55.1
 15576,ZCTA5 15576,146,154,100,166,123,154,178,144,150,227,157,133,169,203,261,87,88,53,45.5
 15577,ZCTA5 15577,838,758,612,527,888,864,880,652,705,938,967,1050,923,920,851,366,254,176,43.9
 15578,ZCTA5 15578,630,635,1022,1023,532,777,1197,929,708,1080,959,1396,1323,1266,865,849,648,871,49.2
 15579,ZCTA5 15579,312,383,323,415,303,363,446,369,421,445,535,498,589,497,296,355,205,290,47
 15580,ZCTA5 15580,0,5,4,3,5,1,9,0,9,0,5,4,10,0,1,2,0,0,41
 15581,ZCTA5 15581,141,168,154,153,125,117,87,169,109,184,193,100,173,128,125,89,27,24,40.7
 15582,ZCTA5 15582,82,62,58,50,75,167,47,112,79,111,171,189,172,222,245,118,16,11,54.7
 15583,ZCTA5 15583,0,0,15,0,0,0,0,0,0,0,0,0,0,11,20,15,3,34,78.8
 15584,ZCTA5 15584,197,250,336,261,110,170,111,235,198,149,211,292,260,206,150,125,61,44,40.1
 15585,ZCTA5 15585,92,67,106,188,149,190,147,137,137,207,322,230,289,179,181,133,110,91,51.1
 15586,ZCTA5 15586,152,209,248,165,162,129,135,219,403,158,354,391,449,241,447,300,219,235,54.8
 15587,ZCTA5 15587,5,34,163,13,85,13,26,96,36,18,42,87,101,79,52,45,9,52,46.7
 15588,ZCTA5 15588,42,8,15,1,26,78,20,37,28,52,36,20,61,28,24,16,8,6,44.3
 15589,ZCTA5 15589,0,0,0,300,530,0,0,0,0,0,8,0,0,7,0,0,0,0,20.6
 15590,ZCTA5 15590,996,751,805,782,808,943,964,1085,1033,1136,917,1217,1474,1424,768,532,563,626,46.5
 15591,ZCTA5 15591,16,44,73,27,11,43,35,37,44,34,27,41,35,42,36,52,14,12,44
 15592,ZCTA5 15592,4,14,6,0,6,4,4,12,0,3,0,0,7,4,11,0,3,7,36.8
 15593,ZCTA5 15593,5,4,4,5,0,11,13,9,22,9,29,31,28,22,25,10,4,3,55.8
 15594,ZCTA5 15594,5,7,8,11,4,8,23,3,12,9,7,0,20,8,8,5,7,4,43.3
 15595,ZCTA5 15595,303,382,378,1199,1755,713,533,336,450,340,560,487,450,425,169,228,136,116,29
 15596,ZCTA5 15596,0,0,0,0,0,11,0,3,0,2,2,18,9,24,0,2,2,19,65.3
 15597,ZCTA5 15597,41,84,78,122,91,43,25,89,91,69,67,50,131,69,52,24,44,19,40.7
 15598,ZCTA5 15598,0,0,0,0,0,21,0,0,16,0,18,0,5,0,27,8,0,0,50.6
 15599,ZCTA5 15599,315,277,246,95,245,165,126,136,104,150,208,181,339,132,175,65,42,75,37.4
 15600,ZCTA5 15600,3,0,0,0,0,14,0,10,0,0,3,16,4,3,3,0,5,8,56.4
 15601,ZCTA5 15601,21,38,46,43,32,43,67,33,30,43,60,57,103,77,42,48,45,8,50.8
 15602,ZCTA5 15602,243,422,549,500,520,392,484,384,394,444,788,503,662,447,527,286,357,258,47.5
 15603,ZCTA5 15603,7,10,14,18,14,31,16,11,35,22,22,43,32,27,24,15,7,7,49.9
 15604,ZCTA5 15604,119,247,404,467,227,256,277,385,200,431,443,476,346,347,268,97,60,93,44.8
 15605,ZCTA5 15605,34,29,23,24,14,45,27,14,29,38,28,27,29,23,36,45,7,8,45.1
 15606,ZCTA5 15606,220,245,283,350,256,250,283,175,249,317,254,347,245,267,225,117,153,51,41.8
 15607,ZCTA5 15607,41,51,59,61,19,68,137,6,55,76,127,59,60,88,91,44,47,5,48.3
 15608,ZCTA5 15608,79,129,98,70,45,40,73,74,180,71,78,85,83,63,92,43,50,12,43.2
 15609,ZCTA5 15609,10,35,0,0,0,13,11,0,12,7,27,15,14,13,48,16,0,0,53.7
 15610,ZCTA5 15610,2,9,49,29,25,21,11,25,22,28,11,27,75,45,23,12,9,3,46.3
 15611,ZCTA5 15611,200,79,15,105,226,557,493,326,371,255,228,240,268,226,205,108,59,98,40.3
 15612,ZCTA5 15612,109,89,113,102,62,115,64,68,98,73,115,142,189,97,78,68,14,8,44.1
 15613,ZCTA5 15613,245,301,271,197,207,181,265,179,288,232,235,350,343,275,205,203,100,181,44.9
 15614,ZCTA5 15614,27,27,7,5,16,23,14,8,15,29,15,35,14,5,5,50,8,6,47.1
 15615,ZCTA5 15615,18,15,8,0,0,0,14,11,4,24,37,16,44,5,19,24,10,4,53.8
 15616,ZCTA5 15616,10,11,34,2,15,7,10,9,6,6,11,10,9,9,13,18,4,0,36
 15617,ZCTA5 15617,170,141,131,178,164,160,174,148,132,179,216,168,341,233,251,142,84,114,49.3
 15618,ZCTA5 15618,100,72,129,134,83,97,84,70,125,107,171,107,253,118,100,90,43,48,48.3
 15619,ZCTA5 15619,15,43,31,0,0,20,11,22,27,0,6,46,16,6,12,7,0,6,38
 15620,ZCTA5 15620,8,8,0,3,14,23,6,4,4,0,3,14,9,14,0,0,0,3,31.2
 15621,ZCTA5 15621,164,161,200,326,182,200,197,194,211,205,209,218,325,210,162,176,119,92,43.8
 15622,ZCTA5 15622,144,77,127,88,83,140,129,87,73,142,113,148,133,110,61,86,58,53,44
 15623,ZCTA5 15623,231,263,293,295,178,79,88,41,95,80,75,56,63,49,35,53,27,29,19.3
 15624,ZCTA5 15624,113,31,106,78,128,31,42,171,113,128,84,91,127,170,92,40,34,21,43.9
 15625,ZCTA5 15625,83,107,114,137,86,76,133,108,161,109,147,191,196,112,139,58,62,49,46.4
 15626,ZCTA5 15626,0,2,2,0,0,17,10,0,0,41,31,33,5,24,21,8,19,15,57.5
